enrollment_id,year,week,absences_per_week,risk_status,week_start_date,week_end_date,week_label
E0175,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0175,2026,2,2,Priority,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0175,2026,3,1,Attention,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0175,2026,4,2,Priority,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0175,2026,5,2,Priority,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0176,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0176,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0176,2025,48,1,Attention,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0176,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0176,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0176,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0176,2025,52,1,Attention,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0176,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0176,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0176,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0176,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0176,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0177,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0177,2025,47,1,Attention,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0177,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0177,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0177,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0177,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0177,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0177,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0177,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0177,2026,3,1,Attention,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0177,2026,4,1,Attention,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0177,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0178,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0178,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0178,2025,48,1,Attention,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0178,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0178,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0178,2025,51,1,Attention,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0178,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0178,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0178,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0178,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0178,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0178,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0179,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0179,2025,47,1,Attention,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0179,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0179,2025,49,1,Attention,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0179,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0179,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0179,2025,52,1,Attention,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0179,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0179,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0179,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0179,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0179,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0181,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0181,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0181,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0181,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0181,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0181,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0181,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0181,2026,1,1,Attention,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0181,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0181,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0181,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0181,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0182,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0182,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0182,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0182,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0182,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0182,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0182,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0182,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0182,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0182,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0182,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0182,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0183,2025,46,2,Priority,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0183,2025,47,1,Attention,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0183,2025,48,2,Priority,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0183,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0183,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0183,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0183,2025,52,1,Attention,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0183,2026,1,2,Priority,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0183,2026,2,2,Priority,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0183,2026,3,2,Priority,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0183,2026,4,2,Priority,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0183,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0184,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0184,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0184,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0184,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0184,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0184,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0184,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0184,2026,1,1,Attention,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0184,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0184,2026,3,1,Attention,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0184,2026,4,1,Attention,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0184,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0185,2025,46,1,Attention,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0185,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0185,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0185,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0185,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0185,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0185,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0185,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0185,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0185,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0185,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0185,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0186,2025,46,1,Attention,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0186,2025,47,1,Attention,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0186,2025,48,2,Priority,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0186,2025,49,1,Attention,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0186,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0186,2025,51,2,Priority,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0186,2025,52,1,Attention,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0186,2026,1,1,Attention,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0186,2026,2,2,Priority,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0186,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0186,2026,4,2,Priority,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0186,2026,5,1,Attention,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0187,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0187,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0187,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0187,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0187,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0187,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0187,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0187,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0187,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0187,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0187,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0187,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0188,2025,46,1,Attention,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0188,2025,47,2,Priority,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0188,2025,48,2,Priority,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0188,2025,49,1,Attention,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0188,2025,50,2,Priority,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0188,2025,51,2,Priority,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0188,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0188,2026,1,2,Priority,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0188,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0188,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0188,2026,4,2,Priority,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0188,2026,5,1,Attention,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0189,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0189,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0189,2025,48,1,Attention,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0189,2025,49,1,Attention,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0189,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0189,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0189,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0189,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0189,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0189,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0189,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0189,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0190,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0190,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0190,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0190,2025,49,1,Attention,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0190,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0190,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0190,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0190,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0190,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0190,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0190,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0190,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0191,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0191,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0191,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0191,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0191,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0191,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0191,2025,52,1,Attention,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0191,2026,1,1,Attention,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0191,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0191,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0191,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0191,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0192,2025,46,1,Attention,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0192,2025,47,1,Attention,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0192,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0192,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0192,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0192,2025,51,1,Attention,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0192,2025,52,2,Priority,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0192,2026,1,2,Priority,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0192,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0192,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0192,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0192,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0193,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0193,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0193,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0193,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0193,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0193,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0193,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0193,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0193,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0193,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0193,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0193,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0194,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0194,2025,47,1,Attention,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0194,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0194,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0194,2025,50,2,Priority,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0194,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0194,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0194,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0194,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0194,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0194,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0194,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0195,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0195,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0195,2025,48,2,Priority,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0195,2025,49,1,Attention,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0195,2025,50,2,Priority,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0195,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0195,2025,52,1,Attention,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0195,2026,1,2,Priority,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0195,2026,2,2,Priority,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0195,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0195,2026,4,1,Attention,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0195,2026,5,2,Priority,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0196,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0196,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0196,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0196,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0196,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0196,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0196,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0196,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0196,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0196,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0196,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0196,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0197,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0197,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0197,2025,48,1,Attention,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0197,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0197,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0197,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0197,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0197,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0197,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0197,2026,3,1,Attention,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0197,2026,4,1,Attention,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0197,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0198,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0198,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0198,2025,48,1,Attention,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0198,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0198,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0198,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0198,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0198,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0198,2026,2,1,Attention,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0198,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0198,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0198,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0199,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0199,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0199,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0199,2025,49,1,Attention,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0199,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0199,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0199,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0199,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0199,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0199,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0199,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0199,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0200,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0200,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0200,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0200,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0200,2025,50,1,Attention,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0200,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0200,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0200,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0200,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0200,2026,3,1,Attention,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0200,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0200,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0201,2025,46,1,Attention,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0201,2025,47,1,Attention,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0201,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0201,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0201,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
E0201,2025,51,0,Normal,2025-12-15,2025-12-19,15/12/2025 - 19/12/2025
E0201,2025,52,0,Normal,2025-12-22,2025-12-26,22/12/2025 - 26/12/2025
E0201,2026,1,0,Normal,2025-12-29,2026-01-02,29/12/2025 - 02/01/2026
E0201,2026,2,0,Normal,2026-01-05,2026-01-09,05/01/2026 - 09/01/2026
E0201,2026,3,0,Normal,2026-01-12,2026-01-16,12/01/2026 - 16/01/2026
E0201,2026,4,0,Normal,2026-01-19,2026-01-23,19/01/2026 - 23/01/2026
E0201,2026,5,0,Normal,2026-01-26,2026-01-30,26/01/2026 - 30/01/2026
E0202,2025,46,0,Normal,2025-11-10,2025-11-14,10/11/2025 - 14/11/2025
E0202,2025,47,0,Normal,2025-11-17,2025-11-21,17/11/2025 - 21/11/2025
E0202,2025,48,0,Normal,2025-11-24,2025-11-28,24/11/2025 - 28/11/2025
E0202,2025,49,0,Normal,2025-12-01,2025-12-05,01/12/2025 - 05/12/2025
E0202,2025,50,0,Normal,2025-12-08,2025-12-12,08/12/2025 - 12/12/2025
